number,coreid,refcode,name,mofid-v1,LCD (Å),PLD (Å),LFPD (Å),Density (g/cm3),ASA (A2),ASA (m2/cm3),ASA (m2/g),NASA (A2),NASA (m2/cm3),NASA (m2/g),PV (A3),VF,PV (cm3/g),NAV (A3),NAV_VF,NPV (cm3/g),structure_dimension,topology(SingleNodes),topology(SingleNodes)-zeo,topology(AllNodes),topology(AllNodes)-zeo,catenation,dimension_by_topo,hall,number_spacegroup,Metal Types,Has OMS,OMS Types,Charge,average_atomic_mass,Heat_capacity@300K (J/g/K),std @ 300 K (J/g/K),Heat_capacity@350K (J/g/K),std @ 350 K (J/g/K),Heat_capacity@400K (J/g/K),std @ 400 K (J/g/K),k_cp (J/g/K/K),cp0 (J/g/K),natoms,Source,DOI,Year,Time,Publication,Extension,unmodified,Thermal_stability (℃),Solvent_stability,Water_stability,KH_Classes,memo
634,2021[Mn][sql]2[FSR]1,d0ce01383h2_1_FSR_pacman,-,[O-]C(=O)c1cc(cc(c1)Oc1cccc(c1)C(=O)[O-])Oc1cccc(c1)C(=O)[O-].[OH2][Mn][OH2][Mn][OH2][Mn][OH2] MOFid-v1.sql.cat0;d0ce01383h2_1_FSR_pacman,5.57449,3.82772,5.57449,1.13325,357.449,1046.36,923.323,0,0,0,1738.81,0.509,0.44915,0,0,0,2,sql,unnamed,sql,unnamed,1,2,P 61,169,Mn,No,N/A,PACMAN-DDEC6,9.795607521,0.966835206,0.029099561,1.067940795,0.046570542,1.12133002,0.062907434,0.00136515,0.274410325,238,SI,10.1039/D0CE01383H,2021,2021/10/23,RSC,Free Solvent Removed,FALSE,390.9,0.769508,0.82,weak,
635,2021[Cu][sql]2[FSR]6,d0ce01395a2_FSR_pacman,-,[Cu].n1ccc(cc1)c1ccc(cc1)c1ccncc1 MOFid-v1.sql.cat1;d0ce01395a2_FSR_pacman,12.01799,7.90551,12.01522,0.358334,2284.06,2333.21,6511.28,0,0,0,8166.24,0.8342,2.328,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-R 3,148,Cu,Yes,Cu,PACMAN-DDEC6,8.657471475,0.918600632,0.030734153,1.003983028,0.047203829,1.040889167,0.063308319,0.001330707,0.279344599,244,SI,10.1039/D0CE01395A,2021,2021/11/25,RSC,Free Solvent Removed,FALSE,409,0.1436382,0.646666667,weak,
636,2021[Zn][nan]3[FSR]4,d0ce01483d2_FSR_pacman,-,O[Zn][O]([Zn])[Zn].[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3[O])C(=O)[O-] MOFid-v1.unknown.cat0;d0ce01483d2_FSR_pacman,10.05358,7.79549,10.05095,0.813435,1678.1,2379.45,2925.19,0,0,0,5114.43,0.7252,0.891528,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,Zn,No,N/A,PACMAN-DDEC6,14.39412233,0.770454186,0.048753713,0.855308701,0.093771442,0.915122118,0.103110496,0.001340653,0.28212477,240,SI,10.1039/D0CE01483D,2021,2021/11/24,RSC,Free Solvent Removed,TRUE,340.7,0.527098,0.55,none,
637,2021[Cd][nan]2[FSR]1,d0ce01575j2_1_FSR_pacman,-,[Cd].[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-].n1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2 MOFid-v1.sql.cat1;d0ce01575j2_1_FSR_pacman,4.32418,2.47686,4.31268,1.39413,0,0,0,59.9424,195.369,140.136,1315.63,0.4288,0.307575,0,0,0,2,unnamed,unnamed,unnamed,unnamed,2,2,-P 1,2,Cd,No,N/A,PACMAN-DDEC6,9.757156061,0.892195587,0.027906438,0.981440066,0.0548401,1.046877509,0.06479721,0.001384244,0.261622669,264,SI,10.1039/D0CE01575J,2021,2021/11/19,RSC,Free Solvent Removed,FALSE,342.6,0.8793996,0.54,strong,
638,2021[Zn][tfz]3[FSR]1,d0ce01741h2_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1 MOFid-v1.ERROR.cat0;d0ce01741h2_FSR_pacman,6.90883,3.90614,6.90883,1.2956,316.541,730.442,563.788,0,0,0,2073.17,0.4784,0.369251,0,0,0,3,tfz-d,unnamed,tfz-d,unnamed,2,3,-P 2ybc,14,Zn,No,N/A,PACMAN-DDEC6,10.53277907,0.869470958,0.015489854,0.977704996,0.020496711,1.033241464,0.027107852,0.002413332,0.146377087,321,SI,10.1039/D0CE01741H,2021,2021/12/21,RSC,Free Solvent Removed,FALSE,356.3,0.6367506,0.688571429,strong,
639,2021[Zn][fsc]3[FSR]1,d0dt00122h2_1_FSR_pacman,-,"[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.unknown,ERROR.cat0;d0dt00122h2_1_FSR_pacman",4.50717,2.85634,4.50658,1.28747,0,0,0,67.0468,494.272,383.91,606.887,0.4474,0.347504,0,0,0,3,fsc,unnamed,sqc27,unnamed,2,3,-P 2ybc,14,Zn,No,N/A,PACMAN-DDEC6,9.737781852,0.913964677,0.03088207,1.017885133,0.046280852,1.075042087,0.062144271,0.002336022,0.172092051,108,SI,10.1039/D0DT00122H,2021,2021/5/19,RSC,Free Solvent Removed,FALSE,341.9,0.23710597,0.67,weak,
640,2021[Zn][fsc]3[FSR]2,d0dt00122h2_2_FSR_pacman,-,"[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1 MOFid-v1.fsc,ERROR.cat0;d0dt00122h2_2_FSR_pacman",6.06834,2.89795,6.06834,1.19759,0,0,0,116.941,764.083,638.015,722.386,0.472,0.394124,0,0,0,3,fsc,unnamed,sqc27,unnamed,2,3,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,9.51512931,0.925613171,0.029601375,1.027374303,0.045443069,1.083861709,0.062622283,0.002383565,0.155979913,116,SI,10.1039/D0DT00122H,2021,2021/5/19,RSC,Free Solvent Removed,FALSE,348.7,0.32424647,0.66,weak,
641,2021[Cd][pcu]3[FSR]2,d0dt00793e2_1_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1nnc(nn1)c1ccncc1 MOFid-v1.ERROR.cat0;d0dt00793e2_1_FSR_pacman,8.038,6.46124,8.03265,0.756721,1003.53,2229.65,2946.47,0,0,0,3226.19,0.7168,0.947245,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2n 2ab,60,Cd,No,N/A,PACMAN-DDEC6,11.92460651,0.799950061,0.028452649,0.897181378,0.053128598,0.956550077,0.061399837,0.001711804,0.360671819,172,SI,10.1039/D0DT00793E,2021,2021/3/30,RSC,Free Solvent Removed,TRUE,322.4,0.66692054,0.4905,weak,
642,2021[Cd][pcu]3[FSR]3,d0dt00793e2_2_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1nnc(nn1)c1ccncc1 MOFid-v1.pcu.cat1;d0dt00793e2_2_FSR_pacman,5.5074,2.76255,5.43762,1.44002,0,0,0,267.403,565.297,392.562,2181.62,0.4612,0.320274,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,-P 2ybc,14,Cd,No,N/A,PACMAN-DDEC6,11.92460651,0.802835747,0.04128029,0.899340693,0.081422094,0.950305067,0.098163201,0.001598797,0.282465889,344,SI,10.1039/D0DT00793E,2021,2021/3/30,RSC,Free Solvent Removed,TRUE,413.6,0.8368138,0.620314685,weak,
643,2021[Cd][kag]3[FSR]1,d0dt00793e2_3_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1nnc(nn1)c1ccncc1 MOFid-v1.ERROR.cat0;d0dt00793e2_3_FSR_pacman,18.07452,14.42961,18.07452,0.580835,1596.32,1814.91,3124.66,0,0,0,6853.54,0.7792,1.34152,0,0,0,3,kag,unnamed,kag,unnamed,1,3,-R 3,148,Cd,No,N/A,PACMAN-DDEC6,11.92460651,0.814901911,0.03115021,0.904006404,0.060294934,0.973001757,0.0677251,0.001631174,0.306006108,258,SI,10.1039/D0DT00793E,2021,2021/3/30,RSC,Free Solvent Removed,TRUE,322.6,0.85169697,0.4305,weak,
644,2021[Co][svk]3[FSR]1,d0dt01105c2_2_FSR_pacman,-,"[Co].[O-]C(=O)c1ccncc1.[O]NC(=O)c1ccc(cc1)C(=O)N[O] MOFid-v1.svk,ERROR.cat0;d0dt01105c2_2_FSR_pacman",5.91779,3.66246,5.31626,1.10593,561.651,1429.15,1292.27,0,0,0,2164.62,0.5508,0.498044,0,0,0,3,svk,unnamed,svk,unnamed,1,3,P 2c -2n,33,Co,No,N/A,PACMAN-DDEC6,10.38629635,0.926577593,0.029409365,1.036970292,0.058991589,1.109538556,0.070132361,0.001167494,0.39456213,252,SI,10.1039/D0DT01105C,2021,2021/6/1,RSC,Free Solvent Removed,TRUE,289.4,0.8153152,0.436602564,weak,
645,2021[Zn][sql]2[FSR]2,d0dt01312a2_2_FSR_pacman,-,O=C(c1cccc(n1)C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Zn][OH]1[Zn]([OH2])[OH2][Zn]21[OH2][Zn]([OH]2[Zn])[OH2] MOFid-v1.sql.cat0;d0dt01312a2_2_FSR_pacman,9.3401,6.44485,9.3401,0.847317,725.032,1807.83,2133.6,0,0,0,2585.17,0.6446,0.760755,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2ybc,14,Zn,Yes,Zn,PACMAN-DDEC6,10.60286777,0.889146197,0.032852247,1.000375843,0.070398669,1.050263402,0.075208846,0.001184935,0.389708682,193,SI,10.1039/D0DT01312A,2021,2021/5/20,RSC,Free Solvent Removed,FALSE,376.7,0.40879175,0.69,weak,
646,2021[Mo][lvt]3[FSR]1,d0dt01420f2_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-].[O][Mo]12O[Mo]2(O1)[O] MOFid-v1.lvt.cat0;d0dt01420f2_FSR_pacman,6.98637,5.74587,6.98078,1.0384,1026.91,1539.77,1482.83,0,0,0,3990.87,0.5984,0.576272,0,0,0,3,lvt,unnamed,nox,unnamed,1,3,-P 1,2,Mo,No,N/A,PACMAN-DDEC6,11.33325696,0.833309489,0.05026001,0.933612944,0.092139014,0.990997211,0.094743527,0.00115853,0.39929106,368,SI,10.1039/D0DT01420F,2021,2021/7/17,RSC,Free Solvent Removed,FALSE,260,0.9167888,0.52,weak,
647,2021[Pr][kgd]2[FSR]1,d0dt02120b2_1_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Pr][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_1_FSR_pacman,5.93521,5.05929,5.9277,1.45307,328.704,1385.11,953.236,0,0,0,1172.32,0.494,0.339971,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-P 2a 2bc,52,Pr,No,N/A,PACMAN-DDEC6,13.66188553,0.757291421,0.032413143,0.840222564,0.059024005,0.883554178,0.072172209,0.001195508,0.387794751,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,374.7,0.64685196,0.84962963,strong,
648,2021[Eu][kgd]2[FSR]1,d0dt02120b2_2_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Eu][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_2_FSR_pacman,6.02576,5.18239,6.02576,1.46165,334.439,1388.04,949.645,0,0,0,1235.07,0.5126,0.350701,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-C 2yc,15,Eu,No,N/A,PACMAN-DDEC6,13.95284211,0.740777086,0.020894021,0.825627773,0.043050097,0.868671873,0.048990862,0.001192753,0.38986879,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,369.2,0.56557876,0.84,weak,
649,2021[Nd][kgd]2[FSR]1,d0dt02120b2_3_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Nd][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_3_FSR_pacman,6.02071,5.15774,6.01267,1.42763,338.852,1393.94,976.4,0,0,0,1226.63,0.5046,0.353452,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-P 1,2,Nd,No,N/A,PACMAN-DDEC6,13.74963158,0.752093706,0.016458307,0.84278284,0.031705627,0.885069423,0.039232972,0.001525636,0.458477702,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,376.3,0.62637866,0.85962963,strong,
650,2021[Ce][kgd]2[FSR]1,d0dt02120b2_4_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Ce][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_4_FSR_pacman,6.02822,5.14433,6.02611,1.40957,346.313,1417.8,1005.84,0,0,0,1239.87,0.5076,0.360109,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-C 2yc,15,Ce,No,N/A,PACMAN-DDEC6,13.64105263,0.75958686,0.020439259,0.849739865,0.034582557,0.893097913,0.038865693,0.001579836,0.402782364,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,378.6,0.5001488,0.84962963,weak,
651,2021[Sm][kgd]2[FSR]1,d0dt02120b2_5_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Sm][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_5_FSR_pacman,6.01576,5.15845,6.01576,1.4491,340.117,1403.73,968.696,0,0,0,1247.82,0.515,0.355394,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-P 1,2,Sm,No,N/A,PACMAN-DDEC6,13.91063158,0.744114049,0.016528314,0.83042632,0.034295434,0.875514789,0.038038392,0.001376102,0.467247309,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,372.5,0.59889245,0.88,unknown,
652,2021[La][kgd]2[FSR]1,d0dt02120b2_6_FSR_pacman,-,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][La][OH2] MOFid-v1.kgd.cat0;d0dt02120b2_6_FSR_pacman,6.06892,5.17463,6.06838,1.38177,349.581,1406.23,1017.7,0,0,0,1259.88,0.5068,0.366776,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,P 1,1,La,No,N/A,PACMAN-DDEC6,13.60919658,0.76591524,0.018770649,0.856086505,0.037957967,0.90229986,0.041756327,0.001780127,0.377007452,152,SI,10.1039/D0DT02120B,2021,2021/8/19,RSC,Free Solvent Removed,FALSE,378.2,0.57375443,0.85962963,weak,
653,2021[Zn][nan]3[FSR]5,d0dt02270e2_FSR_pacman,-,[O-]C(=O)c1ccc(s1)C(=O)[O-].[O]P(=O)[O].[Zn] MOFid-v1.unknown.cat0;d0dt02270e2_FSR_pacman,9.27985,8.95188,9.27985,1.08756,932.473,1656.38,1523.03,0,0,0,3771.83,0.67,0.61606,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,18.43449936,0.705776842,0.023257797,0.764077038,0.036439175,0.810345288,0.043224261,0.001735983,0.373203729,200,SI,10.1039/D0DT02270E,2021,2021/7/14,RSC,Free Solvent Removed,TRUE,382.7,0.24640116,0.5,weak,
654,2021[Cu][bex]2[FSR]1,d0dt02411b2_2_FSR_pacman,-,[Cu][Cu].[O-]C(=O)c1ccc(cc1)SSc1ccc(cc1)C(=O)[O-] MOFid-v1.bex.cat0;d0dt02411b2_2_FSR_pacman,6.62833,5.49766,6.30899,1.05286,720.067,1702.33,1616.85,0,0,0,2408.51,0.5694,0.540811,0,0,0,2,bex,unnamed,bex,unnamed,1,2,-P 2ybc,14,Cu,No,N/A,PACMAN-DDEC6,11.1746705,0.854967743,0.038408475,0.954907976,0.062485924,1.022343015,0.0599605,0.001191747,0.308038901,240,SI,10.1039/D0DT02411B,2021,2021/9/2,RSC,Free Solvent Removed,FALSE,254.7,0.9139626,0.727032967,none,
655,2021[Cu][sql]2[FSR]7,d0dt02411b2_3_FSR_pacman,-,[Cu][Cu].[O-]C(=O)c1ccc(cc1)SSc1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.sql.cat0;d0dt02411b2_3_FSR_pacman,6.26196,4.61074,6.22835,0.989302,533.536,1781.81,1801.08,0,0,0,1810.98,0.6048,0.61134,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-C 2yc,15,Cu,No,N/A,PACMAN-DDEC6,11.4353559,0.850462994,0.031582315,0.95886768,0.057895955,1.019440026,0.072077477,0.001177093,0.312207141,156,SI,10.1039/D0DT02411B,2021,2021/9/2,RSC,Free Solvent Removed,FALSE,313.4,0.7913401,0.574688139,none,
656,2021[Cu][sql]2[FSR]8,d0dt02642e2_1_FSR_pacman,-,[Cu].[O-]C(=O)c1ccc(cc1)c1c(C)[n-][nH]c1C MOFid-v1.sql.cat1;d0dt02642e2_1_FSR_pacman,5.64455,3.80324,5.62745,1.13227,351.183,1211.83,1070.26,0,0,0,1431.6,0.494,0.43629,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-C 2yc,15,Cu,Yes,Cu,PACMAN-DDEC6,8.981852364,0.990150356,0.033349187,1.102739177,0.048822056,1.206895205,0.065791195,0.001176348,0.311577234,220,SI,10.1039/D0DT02642E,2021,2021/9/3,RSC,Free Solvent Removed,FALSE,357.8,0.19336998,0.924893268,weak,
657,2021[Cu][eea]3[FSR]1,d0dt03067h2_FSR_pacman,-,[Cu][Cu].[O-][n+]1cc(ccc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-] MOFid-v1.eea.cat0;d0dt03067h2_FSR_pacman,9.20584,4.05224,9.20584,1.05888,465.918,1361.31,1285.61,106.465,311.066,293.768,2070.66,0.605,0.571357,0,0,0,3,eea,unnamed,eea,unnamed,1,3,-P 2ac 2n,62,Cu,No,N/A,PACMAN-DDEC6,12.54296345,0.847335754,0.034731361,0.953734281,0.069292416,1.01279382,0.083020825,0.001177292,0.310652487,174,SI,10.1039/D0DT03067H,2021,2021/10/22,RSC,Free Solvent Removed,TRUE,292.3,0.94297564,0.714751486,strong,
658,2021[Eu][nan]3[FSR]2,d0dt03176c2_FSR_pacman,-,[Eu]12[O]3[Eu]4[O]2[Eu]2[O]1[Eu]3[O]42.[O-]C(=O)c1ccc(cc1)c1ccc(nc1)C(=O)[O-] MOFid-v1.unknown.cat0;d0dt03176c2_FSR_pacman,7.66896,7.55167,7.66896,1.43096,492.426,1296.37,905.948,0,0,0,2089.93,0.5502,0.384498,0.759698,0.0002,0.000139767,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Eu,No,N/A,PACMAN-DDEC6,15.15416222,0.66976581,0.028821582,0.729818795,0.056530035,0.772572854,0.061954259,0.000606839,0.47784754,216,SI,10.1039/D0DT03176C,2021,2021/10/2,RSC,Free Solvent Removed,TRUE,412.3,0.8481688,0.73,weak,
659,2021[Cd][nan]2[FSR]2,d0dt03648j2_1_FSR_pacman,-,unknown,4.93094,3.75595,4.93094,1.22749,178.948,1054.98,859.459,0,0,0,845.398,0.4984,0.406031,0,0,0,2,unstable,unnamed,unstable,unnamed,1,2,"P 31 2""",152,Cd,No,N/A,PACMAN-DDEC6,10.44875333,0.857689821,0.025458493,0.951050124,0.051824552,1.012404522,0.060399887,0.001692513,0.363337252,120,SI,10.1039/D0DT03648J,2021,2021/12/8,RSC,Free Solvent Removed,TRUE,373.4,0.21618578,0.64,strong,
660,2021[Sc][qtz]3[FSR]1,d0gc00454e2_FSR_pacman,-,[O-]C(=O)C(=O)[O-].[Sc] MOFid-v1.ERROR.cat0;d0gc00454e2_FSR_pacman,3.36985,2.94067,3.34159,1.3921,0,0,0,1.5792,19.9692,14.3447,405.848,0.5132,0.368652,0,0,0,3,qtz,unnamed,qtz,unnamed,1,3,-P 1,2,Sc,No,N/A,PACMAN-DDEC6,16.99953169,0.84798237,0.03871323,0.910456591,0.043378372,0.971440786,0.047549859,0.001690699,0.366674099,39,SI,10.1039/D0GC00454E,2021,2021/5/8,RSC,Free Solvent Removed,FALSE,395.5,0.8537402,0.24,weak,
661,2021[Cu][dia]3[FSR]1,d0nj00207k2_3_FSR_pacman,-,C1=C[C]2C(=c3c(=C2[C](c2ccncc2)c2ccncc2)cccc3)C=C1.[C]#N.[Cu].n1ccc(cc1)[C](C1=c2ccccc2=C2C1=CC=C[CH]2)c1ccncc1 MOFid-v1.dia.cat0;d0nj00207k2_3_FSR_pacman,4.51819,3.42821,4.51002,1.06374,224.957,853.774,802.617,0,0,0,1361.16,0.5166,0.485646,0,0,0,3,dia,unnamed,dia,unnamed,1,3,-P 2 2ab,55,Cu,Yes,Cu,PACMAN-DDEC6,9.376903111,0.917150894,0.017890028,1.045263094,0.036516172,1.085259324,0.043170954,0.001691387,0.363686439,180,SI,10.1039/D0NJ00207K,2021,2021/3/6,RSC,Free Solvent Removed,FALSE,288.1,0.54132324,0.651071429,unknown,
662,2021[Co][sql]2[FSR]3,d0nj00295j2_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co][OH2].n1ccc(cc1)SSc1ccncc1 MOFid-v1.sql.cat3;d0nj00295j2_FSR_pacman,6.07664,5.29283,6.03105,1.08417,427.377,1455.14,1342.16,0,0,0,1613.6,0.5494,0.506745,0,0,0,2,sql,unnamed,sql,unnamed,4,2,-P 2a 2ac,54,Co,No,N/A,PACMAN-DDEC6,10.65316967,0.913541208,0.038822545,1.019242339,0.063212588,1.058813461,0.075589533,0.00156088,0.399237003,180,SI,10.1039/D0NJ00295J,2021,2021/2/17,RSC,Free Solvent Removed,FALSE,342.8,0.77405953,0.76,none,
663,2021[Cu][pcu]3[FSR]3,d0qi00641f2_2_FSR_pacman,-,O=C(Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Cu][Cu].n1ccc(cc1)c1ccncc1 MOFid-v1.pcu.cat1;d0qi00641f2_2_FSR_pacman,11.37052,9.86802,11.37052,0.621353,2038.5,2167.51,3488.38,0,0,0,6974.58,0.7416,1.19352,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,-P 6,175,Cu,No,N/A,PACMAN-DDEC6,10.22995953,0.904039012,0.027750241,0.999753264,0.058079528,1.05709992,0.067432182,0.001735144,0.348221421,344,SI,10.1039/D0QI00641F,2021,2021/7/29,RSC,Free Solvent Removed,TRUE,306.5,0.94341505,0.58936687,weak,
664,2021[Cu][sql]2[FSR]9,d0qi00642d1_3_FSR_pacman,-,Cc1cnccc1c1cccc(c1)C(=O)[O-].[Cu] MOFid-v1.sql.cat1;d0qi00642d1_3_FSR_pacman,7.13716,5.1592,7.13716,1.14452,274.063,967.708,845.512,0,0,0,1357.7,0.4794,0.418864,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-P 2n 2ab,60,Cu,Yes,Cu,PACMAN-DDEC6,9.207433962,0.961252177,0.017929452,1.067649198,0.029024079,1.117101464,0.036649034,0.001714625,0.357269482,212,SI,10.1039/D0QI00642D,2021,2021/7/23,RSC,Free Solvent Removed,TRUE,319.4,0.6175339,0.754282801,weak,
665,2021[Cu][djg]3[FSR]1,d0qi01138j2_FSR_pacman,-,Cl[Cu].[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cncnc1 MOFid-v1.unknown.cat0;d0qi01138j2_FSR_pacman,6.99899,4.36761,6.13997,1.17634,352.786,1229.65,1045.32,98.4862,343.278,291.819,1644.51,0.5732,0.487276,0,0,0,3,djg,unnamed,djh,unnamed,1,3,-C 2bc 2,64,Cu,Yes,Cu,PACMAN-DDEC6,13.19737818,0.795612747,0.01788898,0.890522933,0.029315508,0.955879351,0.036692708,0.002228918,0.187825715,154,SI,10.1039/D0QI01138J,2021,2021/12/16,RSC,Free Solvent Removed,TRUE,320.2,0.5974742,0.856319588,strong,
666,2021[Zn][nan]3[FSR]6,d0qi01216e2_1_FSR_pacman,-,CC1=NN=C([N]1)C.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn] MOFid-v1.unknown.cat0;d0qi01216e2_1_FSR_pacman,9.25518,5.85382,9.1939,0.953025,488.837,1747.73,1833.87,0,0,0,1856.08,0.6636,0.696309,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,12.34760185,0.837851041,0.017491252,0.949740584,0.027949335,1.029381567,0.035321305,0.001560884,0.39923599,130,SI,10.1039/D0QI01216E,2021,2021/12/15,RSC,Free Solvent Removed,FALSE,355.3,0.8650241,0.727281106,weak,
667,2021[Zn][nan]3[FSR]7,d0qi01216e2_2_FSR_pacman,-,NC1=NN=C([N]1)N.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn] MOFid-v1.unknown.cat0;d0qi01216e2_2_FSR_pacman,9.4964,5.39515,9.4964,0.966907,520.733,1879.63,1943.96,0,0,0,1811.84,0.654,0.676384,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,Zn,No,N/A,PACMAN-DDEC6,13.22207148,0.802987988,0.030364124,0.915781925,0.063446915,0.959846594,0.074029461,0.001989129,0.228027472,122,SI,10.1039/D0QI01216E,2021,2021/12/15,RSC,Free Solvent Removed,FALSE,331.1,0.70783556,0.737281106,weak,
668,2021[Zn][nan]3[FSR]8,d0qi01216e2_3_FSR_pacman,-,NC1=NN=C([N]1)N.[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C1=N[N]N=N1)C(=O)[O-].[Zn] MOFid-v1.unknown.cat0;d0qi01216e2_3_FSR_pacman,9.18995,6.02541,9.1809,0.934417,605.308,1992.76,2132.62,0,0,0,2064.31,0.6796,0.727298,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ac 2n,62,Zn,Yes,Zn,PACMAN-DDEC6,13.14772862,0.796907271,0.022771107,0.908930455,0.045551356,0.954497988,0.055915478,0.001860921,0.323977948,130,SI,10.1039/D0QI01216E,2021,2021/12/15,RSC,Free Solvent Removed,FALSE,315,0.6514553,0.748709677,weak,
